,gene
0,ACAP1
1,ADAM12
2,ADAM19
3,ADAM8
4,ADAP2
5,ADCY7
6,AIF1
7,AIM2
8,AKAP13
9,AKNA
10,ALOX5
11,ALPK1
12,AMICA1
13,AMPD1
14,AMPD3
15,ANKRD44
16,AP1S2
17,APBB1IP
18,APOBEC3G
19,ARAP1
20,ARHGAP15
21,ARHGAP18
22,ARHGAP22
23,ARHGAP25
24,ARHGAP26
25,ARHGAP30
26,ARHGAP9
27,ARL4C
28,ARNTL2
29,ARRB2
30,ARRDC4
31,ATM
32,ATP8B2
33,BACH1
34,BACH2
35,BANK1
36,BATF3
37,BCL11A
38,BCL11B
39,BCL2A1
40,BHLHE41
41,BIN2
42,BIRC3
43,BLK
44,BMP2K
45,BTLA
46,BTN3A2
47,C10orf54
48,C11orf21
49,C12orf35
50,C13orf18
51,C13orf31
52,C1orf162
53,C1orf38
54,C22orf9
55,C5AR1
56,C5orf20
57,C5orf39
58,C5orf56
59,CAMK4
60,CAP1
61,CARD11
62,CASP1
63,CBR3
64,CCDC88A
65,CCDC88B
66,CCL17
67,CCL19
68,CCL20
69,CCL22
70,CCL24
71,CCL4
72,CCL8
73,CCND2
74,CCNYL1
75,CCR1
76,CCR2
77,CCR3
78,CCR5
79,CCR7
80,CCRL2
81,CD160
82,CD19
83,CD1A
84,CD1B
85,CD1C
86,CD1D
87,CD1E
88,CD209
89,CD244
90,CD247
91,CD274
92,CD27
93,CD2
94,CD300A
95,CD37
96,CD38
97,CD3E
98,CD3G
99,CD40
100,CD53
101,CD58
102,CD5
103,CD69
104,CD6
105,CD79A
106,CD79B
107,CD7
108,CD80
109,CD83
110,CD84
111,CD86
112,CD8B
113,CD96
114,CD97
115,CDA
116,CDC42SE2
117,CDK6
118,CECR1
119,CELF2
120,CFLAR
121,CFP
122,CHI3L1
123,CHST11
124,CHST12
125,CHST2
126,CHST7
127,CLEC10A
128,CLEC2D
129,CLEC4A
130,CLEC4E
131,CLEC7A
132,CLECL1
133,CLIC2
134,CLIC3
135,CLN8
136,CORO1C
137,COTL1
138,CPM
139,CPNE5
140,CPVL
141,CR1
142,CREB5
143,CRLF2
144,CRTAM
145,CSF1R
146,CSF1
147,CSF2RA
148,CSF2RB
149,CSF2
150,CSK
151,CST7
152,CSTA
153,CTLA4
154,CTSL1
155,CTSW
156,CTSZ
157,CX3CR1
158,CXCL10
159,CXCL11
160,CXCL1
161,CXCL3
162,CXCL5
163,CXCL9
164,CXCR1
165,CXCR6
166,CYBA
167,CYBB
168,CYLD
169,CYP1B1
170,CYSLTR1
171,CYTH1
172,CYTH4
173,CYTIP
174,DAPP1
175,DEF6
176,DERL3
177,DFNA5
178,DGKA
179,DNAJC5B
180,DOCK10
181,DOCK2
182,DOCK8
183,DOK3
184,DPEP2
185,DPYD
186,DSE
187,DUSP2
188,DUSP6
189,EBI3
190,EFHD2
191,EHD4
192,EMILIN2
193,EMR2
194,EMR3
195,ENTPD1
196,EOMES
197,EREG
198,ERICH1
199,EVI2A
200,EVI2B
201,FABP5
202,FAIM3
203,FAM101B
204,FAM113B
205,FAM129C
206,FAM26F
207,FAM49A
208,FAM65B
209,FASLG
210,FAS
211,FCAR
212,FCER1A
213,FCGR2A
214,FCGR2B
215,FCGR2C
216,FCN1
217,FCRL1
218,FCRL2
219,FCRL3
220,FCRL5
221,FCRLA
222,FDX1
223,FERMT3
224,FGFBP2
225,FGL2
226,FGR
227,FKBP11
228,FLI1
229,FLJ10357
230,FLVCR2
231,FMNL1
232,FMNL2
233,FNBP1
234,FOXN2
235,FPR1
236,FPR2
237,FPR3
238,FSCN1
239,FXYD5
240,FYB
241,FYN
242,GBP1
243,GBP5
244,GGTA1
245,GIMAP2
246,GIMAP4
247,GIMAP5
248,GIMAP6
249,GIMAP7
250,GLIPR1
251,GLIPR2
252,GLIS3
253,GLT1D1
254,GMFG
255,GMIP
256,GNA15
257,GNG2
258,GNG7
259,GPR114
260,GPR132
261,GPR15
262,GPR171
263,GPR183
264,GPR18
265,GPR65
266,GPR84
267,GPSM3
268,GSN
269,GZMA
270,GZMB
271,GZMH
272,GZMK
273,GZMM
274,H6PD
275,HAVCR2
276,HBEGF
277,HCK
278,HCLS1
279,HCST
280,HECA
281,HK3
282,HLA-DQA1
283,HLA-DQB1
284,HLX
285,HMHA1
286,HMOX1
287,HS3ST3B1
288,HVCN1
289,ICAM2
290,ICAM3
291,ICOS
292,IDO1
293,IER5
294,IFI16
295,IFNAR2
296,IFNGR1
297,IFNG
298,IGSF6
299,IKBIP
300,IKZF1
301,IKZF2
302,IL10RA
303,IL12B
304,IL15
305,IL16
306,IL18RAP
307,IL23A
308,IL27RA
309,IL2RA
310,IL2RB
311,IL2RG
312,IL32
313,IL3RA
314,IL4R
315,IL6R
316,IL6
317,INPP5D
318,IRAK2
319,IRF1
320,IRF4
321,IRF5
322,IRF8
323,ISG20
324,ITGA4
325,ITGAL
326,ITGAM
327,ITGAX
328,ITGB7
329,ITK
330,JAK1
331,JAK3
332,JUN
333,KBTBD8
334,KCNJ2
335,KCTD12
336,KIAA0125
337,KIAA1949
338,KIR2DL3
339,KIR2DL4
340,KIR3DL1
341,KLF12
342,KLF6
343,KLHL14
344,KLHL6
345,KLRB1
346,KLRD1
347,KLRF1
348,KLRG1
349,KLRK1
350,KYNU
351,L3MBTL4
352,LAG3
353,LAT2
354,LCK
355,LCP1
356,LCP2
357,LIF
358,LILRA1
359,LILRA2
360,LILRA6
361,LILRB1
362,LILRB2
363,LILRB3
364,LOC283663
365,LPCAT2
366,LPXN
367,LRMP
368,LRRC8C
369,LRRN3
370,LSP1
371,LST1
372,LTA
373,LY75
374,LY96
375,LY9
376,LYN
377,MAF
378,MAP3K8
379,MAP4K1
380,MARCH1
381,MARCKS
382,MBNL1
383,MBP
384,MCOLN2
385,MCTP2
386,MEFV
387,MEI1
388,MFNG
389,MGC29506
390,MIR155HG
391,MMP14
392,MMP19
393,MNDA
394,MOBKL2A
395,MPEG1
396,MS4A6A
397,MS4A7
398,MSC
399,MTHFD1L
400,MX2
401,MYO1F
402,MYO1G
403,N4BP2L1
404,NAGK
405,NCF2
406,NCF4
407,NCKAP1L
408,NCR3
409,NCRNA00158
410,NECAP2
411,NEK6
412,NEURL3
413,NFAM1
414,NFATC2
415,NFKB1
416,NFKBID
417,NKG7
418,NLRC3
419,NLRC5
420,NLRP7
421,NMI
422,NPL
423,NR3C1
424,NR4A3
425,NRBF2
426,NRP1
427,NRP2
428,OBFC2A
429,OSM
430,OSTM1
431,P2RX5
432,P2RY13
433,P2RY8
434,PARP8
435,PARVG
436,PATL2
437,PDCD1LG2
438,PDE4B
439,PELI1
440,PHACTR1
441,PHC2
442,PI3
443,PICALM
444,PID1
445,PIK3CD
446,PIK3IP1
447,PIK3R5
448,PILRA
449,PIM1
450,PIM2
451,PIP4K2A
452,PLA2G7
453,PLAUR
454,PLD1
455,PLD3
456,PLEKHA2
457,PLEK
458,PLXNC1
459,PNOC
460,POU2F2
461,PPM1F
462,PPM1M
463,PRAM1
464,PRDM1
465,PRDM2
466,PRF1
467,PRICKLE1
468,PRKCH
469,PRKCQ
470,PROK2
471,PTAFR
472,PTGDR
473,PTGER2
474,PTGS2
475,PTPN22
476,PTPN7
477,PTPRCAP
478,PTPRC
479,PTPRE
480,PTX3
481,PVRIG
482,PYHIN1
483,QPCT
484,RAB37
485,RAB8B
486,RALB
487,RAP2B
488,RAPGEF1
489,RASA3
490,RASAL3
491,RASGRP2
492,RASGRP3
493,RASGRP4
494,RASSF2
495,RASSF4
496,RASSF5
497,RBMS1
498,RCBTB2
499,RCSD1
500,RECK
501,RELB
502,RELT
503,RFTN1
504,RGL4
505,RGS18
506,RGS19
507,RGS1
508,RHOG
509,RILPL2
510,RNASE2
511,RNASE6
512,RNF125
513,RNF166
514,RNF19B
515,RORA
516,RUNX2
517,RUNX3
518,S100A12
519,S1PR4
520,S1PR5
521,SAMD3
522,SAMD9L
523,SAMHD1
524,SAMSN1
525,SASH3
526,SEL1L3
527,SELPLG
528,SEMA4D
529,SEPT1
530,SEPT6
531,SERPINB9
532,SFMBT2
533,SH2B3
534,SH2D2A
535,SH3BP5
536,SIGLEC1
537,SKAP2
538,SLAMF1
539,SLAMF7
540,SLAMF8
541,SLA
542,SLC15A3
543,SLC25A37
544,SLC2A3
545,SLC2A6
546,SLC31A2
547,SLC43A3
548,SLCO3A1
549,SLFN5
550,SMAP2
551,SOCS1
552,SP110
553,SP140L
554,SPI1
555,SPIB
556,SPRED1
557,ST8SIA4
558,STAB1
559,STAMBPL1
560,STAP1
561,STAT4
562,STAT5A
563,STK10
564,STK17A
565,STK17B
566,STK40
567,STX11
568,SUN2
569,SWAP70
570,SYK
571,SYTL3
572,TAGAP
573,TANK
574,TAP1
575,TAP2
576,TBC1D10C
577,TBX21
578,TBXAS1
579,TCF7
580,TFEC
581,TFPI2
582,TGFA
583,TGFB1
584,TIFAB
585,TIGIT
586,TIMP2
587,TK2
588,TLR10
589,TLR1
590,TLR2
591,TLR4
592,TLR8
593,TM6SF1
594,TM7SF4
595,TMC8
596,TMEM149
597,TMEM156
598,TMEM71
599,TMIGD2
600,TNFAIP3
601,TNFAIP6
602,TNFAIP8
603,TNFRSF17
604,TNFRSF1B
605,TNFRSF4
606,TNFRSF9
607,TNFSF13B
608,TNFSF8
609,TNIP1
610,TNIP3
611,TRADD
612,TRAF1
613,TRAF3IP3
614,TRAM2
615,TRAT1
616,TREM2
617,TRIM38
618,TRIM69
619,TRPV2
620,TTYH2
621,TYMP
622,UCP2
623,UPP1
624,VASP
625,VCAN
626,VNN2
627,VPREB3
628,WAS
629,WIPF1
630,WNT10A
631,WNT5A
632,XAF1
633,XCL1
634,ZAP70
635,ZBED2
636,ZBP1
637,ZC3H12C
638,ZEB2
639,ZFP36L2
